,item,is_val
170,fine_arts_palace/9402,False
171,fine_arts_palace/2054,False
172,fine_arts_palace/7143,False
173,fine_arts_palace/720,False
174,fine_arts_palace/9998,False
175,fine_arts_palace/6529,False
176,fine_arts_palace/2889,False
177,fine_arts_palace/1173,False
178,fine_arts_palace/3835,False
179,fine_arts_palace/7174,False
180,fine_arts_palace/3493,False
181,fine_arts_palace/5417,False
182,fine_arts_palace/8080,False
183,fine_arts_palace/4573,False
184,fine_arts_palace/4791,False
185,fine_arts_palace/7821,False
186,fine_arts_palace/5496,False
187,fine_arts_palace/5504,False
188,fine_arts_palace/2036,False
189,fine_arts_palace/5805,False
190,fine_arts_palace/1701,False
191,fine_arts_palace/3814,False
192,fine_arts_palace/3666,False
193,fine_arts_palace/8904,False
194,fine_arts_palace/8206,False
195,fine_arts_palace/6077,False
196,fine_arts_palace/4199,False
197,fine_arts_palace/4387,False
198,fine_arts_palace/7970,False
199,fine_arts_palace/9104,False
200,fine_arts_palace/7172,False
201,fine_arts_palace/8989,False
202,fine_arts_palace/7233,False
203,fine_arts_palace/9512,False
204,fine_arts_palace/1475,False
205,fine_arts_palace/2007,False
206,fine_arts_palace/7852,False
207,fine_arts_palace/9842,False
208,fine_arts_palace/7384,False
209,fine_arts_palace/1551,False
210,fine_arts_palace/6150,False
211,fine_arts_palace/1709,False
212,fine_arts_palace/4003,False
213,fine_arts_palace/6922,False
214,fine_arts_palace/6942,False
215,fine_arts_palace/7675,False
216,fine_arts_palace/7125,False
217,fine_arts_palace/5647,False
218,fine_arts_palace/8748,False
219,fine_arts_palace/619,False
220,fine_arts_palace/9924,False
221,fine_arts_palace/1433,False
222,fine_arts_palace/6701,False
223,fine_arts_palace/4233,False
224,fine_arts_palace/8470,False
225,fine_arts_palace/1514,False
226,fine_arts_palace/1836,False
227,fine_arts_palace/2098,False
228,fine_arts_palace/9398,False
229,fine_arts_palace/9448,False
230,fine_arts_palace/2823,False
231,fine_arts_palace/9027,False
232,fine_arts_palace/4973,False
233,fine_arts_palace/9169,False
234,fine_arts_palace/4429,False
235,fine_arts_palace/9624,False
236,fine_arts_palace/9401,False
237,fine_arts_palace/5864,False
238,fine_arts_palace/3479,False
239,fine_arts_palace/4080,False
240,fine_arts_palace/4163,False
241,fine_arts_palace/6011,False
242,fine_arts_palace/9721,False
243,fine_arts_palace/6022,False
244,fine_arts_palace/1491,False
245,fine_arts_palace/2605,False
246,fine_arts_palace/4666,False
247,fine_arts_palace/5074,False
248,fine_arts_palace/6122,False
249,fine_arts_palace/6712,False
250,fine_arts_palace/7992,False
251,fine_arts_palace/2337,False
252,fine_arts_palace/1366,False
253,fine_arts_palace/8602,False
254,fine_arts_palace/8891,False
255,fine_arts_palace/342,False
256,fine_arts_palace/6487,False
257,fine_arts_palace/9927,False
258,fine_arts_palace/5326,False
259,fine_arts_palace/9006,False
260,fine_arts_palace/3600,False
261,fine_arts_palace/2300,False
262,fine_arts_palace/5126,False
263,fine_arts_palace/6690,False
264,fine_arts_palace/689,False
265,fine_arts_palace/631,False
266,fine_arts_palace/2403,False
267,fine_arts_palace/3536,False
268,fine_arts_palace/7486,False
269,fine_arts_palace/1700,False
270,fine_arts_palace/4216,False
271,fine_arts_palace/4055,False
272,fine_arts_palace/858,False
273,fine_arts_palace/3623,False
274,fine_arts_palace/6030,False
275,fine_arts_palace/1852,False
276,fine_arts_palace/9417,False
277,fine_arts_palace/5886,False
278,fine_arts_palace/7746,False
279,fine_arts_palace/3082,False
280,fine_arts_palace/5288,False
281,fine_arts_palace/2307,False
282,fine_arts_palace/875,False
283,fine_arts_palace/1328,False
284,fine_arts_palace/106,False
285,fine_arts_palace/8521,False
286,fine_arts_palace/6107,False
287,fine_arts_palace/9236,False
288,fine_arts_palace/9675,False
289,fine_arts_palace/6433,False
290,fine_arts_palace/1122,False
291,fine_arts_palace/9691,False
292,fine_arts_palace/221,False
293,fine_arts_palace/6212,False
294,fine_arts_palace/6228,False
295,fine_arts_palace/5214,False
296,fine_arts_palace/1454,False
297,fine_arts_palace/398,False
298,fine_arts_palace/4035,False
299,fine_arts_palace/3125,False
300,fine_arts_palace/3501,False
301,fine_arts_palace/9198,False
302,fine_arts_palace/7864,False
303,fine_arts_palace/7466,False
304,fine_arts_palace/3514,False
305,fine_arts_palace/9312,False
306,fine_arts_palace/3442,False
307,fine_arts_palace/7411,False
308,fine_arts_palace/8311,False
309,fine_arts_palace/5053,False
310,fine_arts_palace/1233,False
311,fine_arts_palace/2093,False
312,fine_arts_palace/2539,False
313,fine_arts_palace/4259,False
314,fine_arts_palace/3800,False
315,fine_arts_palace/9818,False
316,fine_arts_palace/5536,False
317,fine_arts_palace/5724,False
318,fine_arts_palace/6523,False
319,fine_arts_palace/9565,False
320,fine_arts_palace/5302,False
321,fine_arts_palace/3249,False
322,fine_arts_palace/165,False
323,fine_arts_palace/218,False
324,fine_arts_palace/6864,False
325,fine_arts_palace/8178,False
326,fine_arts_palace/272,False
327,fine_arts_palace/9757,False
328,fine_arts_palace/9768,False
329,fine_arts_palace/5032,False
330,fine_arts_palace/8089,False
331,fine_arts_palace/185,False
332,fine_arts_palace/5369,False
333,fine_arts_palace/9048,False
334,fine_arts_palace/6026,False
335,fine_arts_palace/5550,False
336,fine_arts_palace/507,False
337,fine_arts_palace/385,False
338,fine_arts_palace/1141,False
339,fine_arts_palace/1116,False
340,fine_arts_palace/1323,False
341,fine_arts_palace/1750,False
342,fine_arts_palace/2086,False
343,fine_arts_palace/2091,False
344,fine_arts_palace/2616,False
345,fine_arts_palace/9804,False
346,fine_arts_palace/713,False
347,fine_arts_palace/4089,False
348,fine_arts_palace/4546,False
349,fine_arts_palace/8855,False
350,fine_arts_palace/2660,False
351,fine_arts_palace/4796,False
352,fine_arts_palace/8046,False
353,fine_arts_palace/2182,False
354,fine_arts_palace/2708,False
355,fine_arts_palace/1502,False
356,fine_arts_palace/6276,False
357,fine_arts_palace/791,False
358,fine_arts_palace/5147,False
359,fine_arts_palace/1265,False
360,fine_arts_palace/5634,False
361,fine_arts_palace/8501,False
362,fine_arts_palace/9739,False
363,fine_arts_palace/3842,False
364,fine_arts_palace/4156,False
365,fine_arts_palace/4892,False
366,fine_arts_palace/4589,False
367,fine_arts_palace/4297,False
368,fine_arts_palace/744,False
369,fine_arts_palace/5575,False
370,fine_arts_palace/8256,False
371,fine_arts_palace/5083,False
372,fine_arts_palace/6412,False
373,fine_arts_palace/7909,False
374,fine_arts_palace/4436,False
375,fine_arts_palace/2788,False
376,fine_arts_palace/2115,False
377,fine_arts_palace/7896,False
378,fine_arts_palace/137,False
379,fine_arts_palace/6677,False
380,fine_arts_palace/5489,False
381,fine_arts_palace/3978,False
382,fine_arts_palace/4292,False
383,fine_arts_palace/4113,False
384,fine_arts_palace/451,False
385,fine_arts_palace/848,False
386,fine_arts_palace/5458,False
387,fine_arts_palace/8778,False
388,fine_arts_palace/3819,False
389,fine_arts_palace/3946,False
390,fine_arts_palace/4636,False
391,fine_arts_palace/7237,False
392,fine_arts_palace/4945,False
393,fine_arts_palace/9992,False
394,fine_arts_palace/1599,False
395,fine_arts_palace/6401,False
396,fine_arts_palace/7905,False
397,fine_arts_palace/1563,False
398,fine_arts_palace/6144,False
399,fine_arts_palace/730,False
400,fine_arts_palace/1211,False
401,fine_arts_palace/103,False
402,fine_arts_palace/4229,False
403,fine_arts_palace/8463,False
404,fine_arts_palace/4271,False
405,fine_arts_palace/2794,False
406,fine_arts_palace/6363,False
407,fine_arts_palace/5711,False
408,fine_arts_palace/3765,False
409,fine_arts_palace/204,False
410,fine_arts_palace/315,False
411,fine_arts_palace/8502,False
412,fine_arts_palace/7491,False
413,fine_arts_palace/2464,False
414,fine_arts_palace/8016,False
415,fine_arts_palace/9321,False
416,fine_arts_palace/3175,False
417,fine_arts_palace/8954,False
418,fine_arts_palace/3867,False
419,fine_arts_palace/3941,False
420,fine_arts_palace/8959,False
421,fine_arts_palace/1534,False
422,fine_arts_palace/3616,False
423,fine_arts_palace/1819,False
424,fine_arts_palace/9538,False
425,fine_arts_palace/6179,False
426,fine_arts_palace/2274,False
427,fine_arts_palace/1985,False
428,fine_arts_palace/3505,False
429,fine_arts_palace/973,False
430,fine_arts_palace/4595,False
431,fine_arts_palace/6769,False
432,fine_arts_palace/3761,False
433,fine_arts_palace/6639,False
434,fine_arts_palace/3826,False
435,fine_arts_palace/1503,False
436,fine_arts_palace/8590,False
437,fine_arts_palace/8155,False
438,fine_arts_palace/2013,False
439,fine_arts_palace/4097,False
440,fine_arts_palace/4745,False
441,fine_arts_palace/7930,False
442,fine_arts_palace/2518,False
443,fine_arts_palace/2903,False
444,fine_arts_palace/1806,False
445,fine_arts_palace/1432,False
446,fine_arts_palace/5773,False
447,fine_arts_palace/2320,False
448,fine_arts_palace/6854,False
449,fine_arts_palace/4540,False
450,fine_arts_palace/2139,False
451,fine_arts_palace/1933,False
452,fine_arts_palace/775,False
453,fine_arts_palace/5157,False
454,fine_arts_palace/9194,False
455,fine_arts_palace/5882,False
456,fine_arts_palace/2633,False
457,fine_arts_palace/5052,False
458,fine_arts_palace/2880,False
459,fine_arts_palace/4730,False
460,fine_arts_palace/2314,False
461,fine_arts_palace/2805,False
462,fine_arts_palace/661,False
463,fine_arts_palace/413,False
464,fine_arts_palace/2439,False
465,fine_arts_palace/441,False
466,fine_arts_palace/9747,False
467,fine_arts_palace/4152,False
468,fine_arts_palace/2842,False
469,fine_arts_palace/3167,False
470,fine_arts_palace/6459,False
471,fine_arts_palace/8984,False
472,fine_arts_palace/9945,False
473,fine_arts_palace/7365,False
474,fine_arts_palace/2289,False
475,fine_arts_palace/7470,False
476,fine_arts_palace/4868,False
477,fine_arts_palace/6974,False
478,fine_arts_palace/2887,False
479,fine_arts_palace/4887,False
480,fine_arts_palace/160,False
481,fine_arts_palace/2016,False
482,fine_arts_palace/4937,False
483,fine_arts_palace/7322,False
484,fine_arts_palace/3719,False
485,fine_arts_palace/810,False
486,fine_arts_palace/7714,False
487,fine_arts_palace/9575,False
488,fine_arts_palace/5932,False
489,fine_arts_palace/8101,False
490,fine_arts_palace/7979,False
491,fine_arts_palace/7707,False
492,fine_arts_palace/4837,False
493,fine_arts_palace/1960,False
494,fine_arts_palace/3214,False
495,fine_arts_palace/2116,False
496,fine_arts_palace/6473,False
497,fine_arts_palace/8935,False
498,fine_arts_palace/3104,False
499,fine_arts_palace/6040,False
500,fine_arts_palace/5804,False
501,fine_arts_palace/7480,False
502,fine_arts_palace/5096,False
503,fine_arts_palace/4121,False
504,fine_arts_palace/8320,False
505,fine_arts_palace/4824,False
506,fine_arts_palace/3306,False
507,fine_arts_palace/3811,False
508,fine_arts_palace/6396,False
509,fine_arts_palace/9677,False
510,fine_arts_palace/7460,False
511,fine_arts_palace/1042,False
512,fine_arts_palace/1895,False
513,fine_arts_palace/3155,False
514,fine_arts_palace/7727,False
515,fine_arts_palace/8339,False
516,fine_arts_palace/7610,False
517,fine_arts_palace/9642,False
518,fine_arts_palace/3120,False
519,fine_arts_palace/506,False
520,fine_arts_palace/9869,False
521,fine_arts_palace/537,False
522,fine_arts_palace/3770,False
523,fine_arts_palace/648,False
524,fine_arts_palace/4527,False
525,fine_arts_palace/7934,False
526,fine_arts_palace/2460,False
527,fine_arts_palace/3079,False
528,fine_arts_palace/3512,False
529,fine_arts_palace/8681,False
530,fine_arts_palace/5567,False
531,fine_arts_palace/453,False
532,fine_arts_palace/4587,False
533,fine_arts_palace/2969,False
534,fine_arts_palace/5727,False
535,fine_arts_palace/6949,False
536,fine_arts_palace/4794,False
537,fine_arts_palace/2134,False
538,fine_arts_palace/3133,False
539,fine_arts_palace/5002,False
540,fine_arts_palace/6877,False
541,fine_arts_palace/7064,False
542,fine_arts_palace/3139,False
543,fine_arts_palace/3161,False
544,fine_arts_palace/1511,False
545,fine_arts_palace/7960,False
546,fine_arts_palace/9045,False
547,fine_arts_palace/9230,False
548,fine_arts_palace/766,False
549,fine_arts_palace/3068,False
550,fine_arts_palace/4366,False
551,fine_arts_palace/5549,False
552,fine_arts_palace/5385,False
553,fine_arts_palace/3367,False
554,fine_arts_palace/1868,False
555,fine_arts_palace/8998,False
556,fine_arts_palace/2127,False
557,fine_arts_palace/299,False
558,fine_arts_palace/3779,False
559,fine_arts_palace/6456,False
560,fine_arts_palace/6891,False
561,fine_arts_palace/8614,False
562,fine_arts_palace/2810,False
563,fine_arts_palace/9206,False
564,fine_arts_palace/6344,False
565,fine_arts_palace/4675,False
566,fine_arts_palace/5663,False
567,fine_arts_palace/3947,False
568,fine_arts_palace/5672,False
569,fine_arts_palace/2066,False
570,fine_arts_palace/7196,False
571,fine_arts_palace/8766,False
572,fine_arts_palace/7330,False
573,fine_arts_palace/3938,False
574,fine_arts_palace/2178,False
575,fine_arts_palace/6266,False
576,fine_arts_palace/4026,False
577,fine_arts_palace/4260,False
578,fine_arts_palace/1404,False
579,fine_arts_palace/265,False
580,fine_arts_palace/1890,False
581,fine_arts_palace/7705,False
582,fine_arts_palace/9310,False
583,fine_arts_palace/972,False
584,fine_arts_palace/93,False
585,fine_arts_palace/9199,False
586,fine_arts_palace/928,False
587,fine_arts_palace/2918,False
588,fine_arts_palace/7304,False
589,fine_arts_palace/4462,False
590,fine_arts_palace/7473,False
591,fine_arts_palace/9099,False
592,fine_arts_palace/8654,False
593,fine_arts_palace/7112,False
594,fine_arts_palace/9438,False
595,fine_arts_palace/9375,False
596,fine_arts_palace/4209,False
597,fine_arts_palace/6647,False
598,fine_arts_palace/7916,False
599,fine_arts_palace/4678,False
600,fine_arts_palace/3843,False
601,fine_arts_palace/7526,False
602,fine_arts_palace/674,False
603,fine_arts_palace/7843,False
604,fine_arts_palace/2253,False
605,fine_arts_palace/2497,False
606,fine_arts_palace/8718,False
607,fine_arts_palace/9569,False
608,fine_arts_palace/6953,False
609,fine_arts_palace/9705,False
610,fine_arts_palace/6861,False
611,fine_arts_palace/6621,False
612,fine_arts_palace/7032,False
613,fine_arts_palace/1787,False
614,fine_arts_palace/4046,False
615,fine_arts_palace/1050,False
616,fine_arts_palace/8407,False
617,fine_arts_palace/5482,False
618,fine_arts_palace/1943,False
619,fine_arts_palace/1662,False
620,fine_arts_palace/6142,False
621,fine_arts_palace/92,False
622,fine_arts_palace/6134,False
623,fine_arts_palace/7784,False
624,fine_arts_palace/5578,False
625,fine_arts_palace/9828,False
626,fine_arts_palace/1232,False
627,fine_arts_palace/3199,False
628,fine_arts_palace/9329,False
629,fine_arts_palace/2814,False
630,fine_arts_palace/8283,False
631,fine_arts_palace/1570,False
632,fine_arts_palace/3950,False
633,fine_arts_palace/6051,False
634,fine_arts_palace/3124,False
635,fine_arts_palace/6825,False
636,fine_arts_palace/2827,False
637,fine_arts_palace/123,False
638,fine_arts_palace/8060,False
639,fine_arts_palace/4406,False
640,fine_arts_palace/7713,False
641,fine_arts_palace/1538,False
642,fine_arts_palace/9136,False
643,fine_arts_palace/4396,False
644,fine_arts_palace/1340,False
645,fine_arts_palace/1677,False
646,fine_arts_palace/5856,False
647,fine_arts_palace/804,False
648,fine_arts_palace/6014,False
649,fine_arts_palace/4926,False
650,fine_arts_palace/3197,False
651,fine_arts_palace/4448,False
652,fine_arts_palace/527,False
653,fine_arts_palace/6297,False
654,fine_arts_palace/9615,False
655,fine_arts_palace/1678,False
656,fine_arts_palace/8104,False
657,fine_arts_palace/2732,False
658,fine_arts_palace/5535,False
659,fine_arts_palace/7961,False
660,fine_arts_palace/1584,False
661,fine_arts_palace/6025,False
662,fine_arts_palace/9544,False
663,fine_arts_palace/8284,False
664,fine_arts_palace/7847,False
665,fine_arts_palace/5038,False
666,fine_arts_palace/8988,False
667,fine_arts_palace/195,False
668,fine_arts_palace/2296,False
669,fine_arts_palace/3105,False
670,fine_arts_palace/9306,False
671,fine_arts_palace/1390,False
672,fine_arts_palace/6952,False
673,fine_arts_palace/178,False
674,fine_arts_palace/6028,False
675,fine_arts_palace/3893,False
676,fine_arts_palace/9260,False
677,fine_arts_palace/8491,False
678,fine_arts_palace/7857,False
679,fine_arts_palace/4397,False
680,fine_arts_palace/2341,False
681,fine_arts_palace/887,False
682,fine_arts_palace/4747,False
683,fine_arts_palace/953,False
684,fine_arts_palace/4852,False
685,fine_arts_palace/8963,False
686,fine_arts_palace/5716,False
687,fine_arts_palace/7329,False
688,fine_arts_palace/6759,False
689,fine_arts_palace/2286,False
690,fine_arts_palace/2498,False
691,fine_arts_palace/4885,False
692,fine_arts_palace/8698,False
693,fine_arts_palace/4194,False
694,fine_arts_palace/9559,False
695,fine_arts_palace/8750,False
696,fine_arts_palace/5920,False
697,fine_arts_palace/4947,False
698,fine_arts_palace/4579,False
699,fine_arts_palace/6984,False
700,fine_arts_palace/8237,False
701,fine_arts_palace/1530,False
702,fine_arts_palace/7752,False
703,fine_arts_palace/226,False
704,fine_arts_palace/1346,False
705,fine_arts_palace/2528,False
706,fine_arts_palace/2787,False
707,fine_arts_palace/8818,False
708,fine_arts_palace/4617,False
709,fine_arts_palace/993,False
710,fine_arts_palace/8310,False
711,fine_arts_palace/3168,False
712,fine_arts_palace/1167,False
713,fine_arts_palace/4403,False
714,fine_arts_palace/2872,False
715,fine_arts_palace/5653,False
716,fine_arts_palace/6557,False
717,fine_arts_palace/548,False
718,fine_arts_palace/1510,False
719,fine_arts_palace/5531,False
720,fine_arts_palace/8889,False
721,fine_arts_palace/5051,False
722,fine_arts_palace/8990,False
723,fine_arts_palace/1903,False
724,fine_arts_palace/4717,False
725,fine_arts_palace/7178,False
726,fine_arts_palace/3122,False
727,fine_arts_palace/3281,False
728,fine_arts_palace/1690,False
729,fine_arts_palace/2096,False
730,fine_arts_palace/1823,False
731,fine_arts_palace/2818,False
732,fine_arts_palace/9016,False
733,fine_arts_palace/4323,False
734,fine_arts_palace/9379,False
735,fine_arts_palace/6048,False
736,fine_arts_palace/5080,False
737,fine_arts_palace/2292,False
738,fine_arts_palace/5242,False
739,fine_arts_palace/5657,False
740,fine_arts_palace/6582,False
741,fine_arts_palace/7516,False
742,fine_arts_palace/4130,False
743,fine_arts_palace/7619,False
744,fine_arts_palace/97,False
745,fine_arts_palace/5885,False
746,fine_arts_palace/9611,False
747,fine_arts_palace/9267,False
748,fine_arts_palace/7390,False
749,fine_arts_palace/3292,False
750,fine_arts_palace/1675,False
751,fine_arts_palace/2089,False
752,fine_arts_palace/7640,False
753,fine_arts_palace/2100,False
754,fine_arts_palace/7734,False
755,fine_arts_palace/7,False
756,fine_arts_palace/7941,False
757,fine_arts_palace/5739,False
758,fine_arts_palace/9510,False
759,fine_arts_palace/1546,False
760,fine_arts_palace/7824,False
761,fine_arts_palace/4142,False
762,fine_arts_palace/7478,False
763,fine_arts_palace/7280,False
764,fine_arts_palace/7063,False
765,fine_arts_palace/2046,False
766,fine_arts_palace/7895,False
767,fine_arts_palace/4878,False
768,fine_arts_palace/2176,False
769,fine_arts_palace/2673,False
770,fine_arts_palace/7876,False
771,fine_arts_palace/8526,False
772,fine_arts_palace/1892,False
773,fine_arts_palace/2422,False
774,fine_arts_palace/1557,False
775,fine_arts_palace/7928,False
776,fine_arts_palace/8219,False
777,fine_arts_palace/439,False
778,fine_arts_palace/1954,False
779,fine_arts_palace/2641,False
780,fine_arts_palace/1766,False
781,fine_arts_palace/7059,False
782,fine_arts_palace/3360,False
783,fine_arts_palace/8755,False
784,fine_arts_palace/9616,False
785,fine_arts_palace/9496,False
786,fine_arts_palace/8856,False
787,fine_arts_palace/7095,False
788,fine_arts_palace/8126,False
789,fine_arts_palace/8409,False
790,fine_arts_palace/2864,False
791,fine_arts_palace/8905,False
792,fine_arts_palace/5775,False
793,fine_arts_palace/5403,False
794,fine_arts_palace/5750,False
795,fine_arts_palace/4316,False
796,fine_arts_palace/2035,False
797,fine_arts_palace/1544,False
798,fine_arts_palace/3561,False
799,fine_arts_palace/8316,False
800,fine_arts_palace/2938,False
801,fine_arts_palace/5210,False
802,fine_arts_palace/2654,False
803,fine_arts_palace/2350,False
804,fine_arts_palace/8125,False
805,fine_arts_palace/1950,False
806,fine_arts_palace/9662,False
807,fine_arts_palace/9740,False
808,fine_arts_palace/7495,False
809,fine_arts_palace/9849,False
810,fine_arts_palace/9171,False
811,fine_arts_palace/1256,False
812,fine_arts_palace/6704,False
813,fine_arts_palace/9241,False
814,fine_arts_palace/7286,False
815,fine_arts_palace/3937,False
816,fine_arts_palace/3226,False
817,fine_arts_palace/4787,False
818,fine_arts_palace/6439,False
819,fine_arts_palace/8118,False
820,fine_arts_palace/201,False
821,fine_arts_palace/8185,False
822,fine_arts_palace/8742,False
823,fine_arts_palace/3766,False
824,fine_arts_palace/1520,False
825,fine_arts_palace/1598,False
826,fine_arts_palace/3530,False
827,fine_arts_palace/9064,False
828,fine_arts_palace/3518,False
829,fine_arts_palace/7392,False
830,fine_arts_palace/7657,False
831,fine_arts_palace/5439,False
832,fine_arts_palace/7869,False
833,fine_arts_palace/7251,False
834,fine_arts_palace/447,False
835,fine_arts_palace/3140,False
836,fine_arts_palace/5237,False
837,fine_arts_palace/2450,False
838,fine_arts_palace/4783,False
839,fine_arts_palace/1574,False
840,fine_arts_palace/5327,False
841,fine_arts_palace/174,False
842,fine_arts_palace/5254,False
843,fine_arts_palace/6067,False
844,fine_arts_palace/1633,False
845,fine_arts_palace/2129,False
846,fine_arts_palace/8297,False
847,fine_arts_palace/8346,False
848,fine_arts_palace/6492,False
849,fine_arts_palace/4065,False
850,fine_arts_palace/9424,False
851,fine_arts_palace/7802,False
852,fine_arts_palace/539,False
853,fine_arts_palace/6604,False
854,fine_arts_palace/3327,False
855,fine_arts_palace/7309,False
856,fine_arts_palace/3065,False
857,fine_arts_palace/8699,False
858,fine_arts_palace/2783,False
859,fine_arts_palace/5400,False
860,fine_arts_palace/9648,False
861,fine_arts_palace/3138,False
862,fine_arts_palace/5831,False
863,fine_arts_palace/9127,False
864,fine_arts_palace/7989,False
865,fine_arts_palace/9114,False
866,fine_arts_palace/7674,False
867,fine_arts_palace/5689,False
868,fine_arts_palace/9,False
869,fine_arts_palace/1359,False
870,fine_arts_palace/8436,False
871,fine_arts_palace/53,False
872,fine_arts_palace/9854,False
873,fine_arts_palace/3996,False
874,fine_arts_palace/3083,False
875,fine_arts_palace/7151,False
876,fine_arts_palace/784,False
877,fine_arts_palace/2213,False
